Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
La Librería De Los Libros Prohibidos|Unknown|Mystery/Fantasy|Unknown|Unknown|A story revolving around a mysterious library that houses books deemed forbidden, potentially containing dangerous knowledge, ancient secrets, or magical powers, leading to a quest or an unfolding mystery for those who discover or seek them.|Unknown\La Librería De Los Libros Prohibidos|2025-10-06 21:06:42|1|765.6|True
Yumi y El Pintor De Pesadillas|Laura Gallego|Fantasy|Unknown|2005|Yumi, a young girl, meets a mysterious painter who claims he can paint dreams and nightmares. As she gets to know him, she discovers his paintings have a strange power, blurring the line between reality and imagination, forcing her to confront her own fears and the secrets of the enigmatic artist.|Laura Gallego\Yumi Y El Pintor De Pesadillas|2025-10-06 21:06:53|1|835.96|True
La Librería De Los Libros Prohibidos|Marc Levy|Contemporary Fiction, Mystery, Romance|Unknown|2017|"Éléonore, an old London bookseller, dies after a mysterious visit from a detective. Her son suspects foul play and begins an investigation, while her daughter, Louise, receives an unsettling message urging her to read ""The Last of the Stanfield"", hinting at long-held family secrets and a deeper conspiracy."|Marc Levy\La Librería De Los Libros Prohibidos|2025-10-06 21:10:35|1|765.6|True
Alejandro Magno|Luis Machado|History, Biography|Unknown|Unknown|A historical biography recounting the life, military campaigns, and significant impact of Alexander the Great, the king of Macedon who forged one of the largest empires of the ancient world.|Luis Machado\Alejandro Magno|2025-10-06 21:11:41|1|57.02|False
Calígula|Luis Machado|Historical Fiction|Unknown|Unknown|This work likely explores the life and tyrannical reign of Gaius Julius Caesar Germanicus, better known as Caligula, the Roman emperor who ruled from 37 to 41 AD, renowned for his cruelty, debauchery, and madness.|Luis Machado\Calígula|2025-10-06 21:11:54|1|52.74|False
Cristiano Ronaldo|Luis Machado|Biography, Sports|Unknown|Unknown|A biographical account of the life and career of the famous Portuguese footballer, Cristiano Ronaldo, written by Luis Machado.|Luis Machado\Cristiano Ronaldo|2025-10-06 21:12:08|1|42.37|False
Paco De Lucía-Luis Machado|Paco De Lucía and Luis Machado|Flamenco|Unknown|Unknown|"This ""audiobook"" is likely a musical recording featuring a collaboration or joint performance by the renowned Spanish flamenco guitarist Paco De Lucía and Luis Machado, showcasing their combined artistry."|Paco De Lucía And Luis Machado\Paco De Lucía-Luis Machado|2025-10-06 21:12:15|1|41.28|False
Zenesis|Kian Noren|Science Fiction, Fantasy|The Zenesis Saga|2018|In a future where humanity lives under strict control within the city of Nova Terra, Zara discovers ancient secrets and a hidden world beyond the city walls. She must unravel her true identity and the destiny of humankind, challenging the authoritarian regime and facing powerful, mythical forces.|Kian Noren\Zenesis|2025-10-06 21:12:33|1|190.75|True
Paco De Lucía-Luis Machado|Paco De Lucía and Luis Machado|Music (Interview/Discussion)|Unknown|Unknown|This audiobook likely features the legendary flamenco guitarist Paco De Lucía in an interview or discussion, possibly in collaboration with Luis Machado, exploring topics related to music, flamenco, artistry, and their respective careers or a specific performance.|Paco De Lucía And Luis Machado\Paco De Lucía-Luis Machado|2025-10-06 21:13:31|1|41.28|False
Roger Waters|Luis Machado|Biography, Music|Unknown|2007|A biographical work focusing on the life and career of Roger Waters, the iconic musician and co-founder of Pink Floyd, detailing his contributions to music and his personal journey.|Luis Machado\Roger Waters|2025-10-06 21:16:51|1|49.95|False
Carlos Slim: Los secretos del hombre más rico del mundo|José Luis Machado Arnao|Biography, Business, Non-fiction|Unknown|2011|This non-fiction biography by José Luis Machado Arnao delves into the life, career, and business philosophy of Carlos Slim Helú, the Mexican telecommunications magnate who was once considered the wealthiest person in the world. The book explores his strategies, investments, and the 'secrets' behind his immense success, offering insights into his rise to prominence.|José Luis Machado Arnao\Carlos Slim Los Secretos Del Hombre Más Rico Del Mundo|2025-10-06 21:20:11|1|38.93|False
Frida Kahlo|Luis Machado|Biography|Unknown|2004|A comprehensive biography of the iconic Mexican artist Frida Kahlo, exploring her tumultuous life, unique artistic expression, and political engagements.|Luis Machado\Frida Kahlo|2025-10-06 21:20:36|1|42.48|False
Steve Jobs|Walter Isaacson|Biography, Non-fiction, Business|Unknown|2011|The definitive biography of Apple co-founder Steve Jobs, chronicling his life, career, and impact on technology and culture, based on extensive interviews with Jobs himself and those closest to him.|Walter Isaacson\Steve Jobs|2025-10-06 21:20:44|1|32.67|True
Carlos Slim|Luis Machado|Biography|Unknown|Unknown|This book delves into the life and career of Carlos Slim Helú, the Mexican business magnate, investor, and philanthropist who became one of the wealthiest people in the world. It explores his business strategies, the growth of his vast empire across various industries, and his impact on both the economy and society.|Luis Machado\Carlos Slim|2025-10-06 21:22:16|1|38.93|False
Steve Jobs|Luis Machado|Biography|Unknown|Unknown|A biographical account detailing the life, career, innovations, and legacy of Steve Jobs, co-founder of Apple Inc.|Luis Machado\Steve Jobs|2025-10-06 21:22:28|1|32.67|True
Quino|Luis Machado|Biography|Unknown|2011|A critical biography of the celebrated Argentine cartoonist Joaquín Salvador Lavado Tejón, known as Quino, creator of the iconic Mafalda comic strip. The book explores his life, artistic development, and the social and political commentary found in his extensive body of work.|Luis Machado\Quino|2025-10-06 21:31:58|1|42.15|False
Cómo Dar Un Examen Y Aprobar Una Oposición Los Secretos Del Alto|Mauricio Fau|Self-Help|Unknown|2017|This book provides strategies and insights for students and candidates preparing for exams and public competitions. It focuses on high-performance techniques and secrets to help individuals successfully pass tests and achieve their academic or professional goals.|Mauricio Fau\Cómo Dar Un Examen Y Aprobar Una Oposición Los Secretos Del Alto|2025-10-06 21:53:20|1|25.01|False
Cómo Resumir: Aprende Los Secretos De La Técnica De Estudio Más|Mauricio Fau|Self-help, Education|Unknown|Unknown|This book provides instruction on how to summarize effectively, presenting it as a crucial technique for study and learning. It aims to reveal the secrets and best practices for mastering this skill.|Mauricio Fau\Cómo Resumir Aprende Los Secretos De La Técnica De Estudio Más|2025-10-06 21:53:35|1|25.12|False
Autodisciplina Diaria Y Procrastinación|Happy Academy|Self-Help|Unknown|Unknown|Unknown|Happy Academy\Autodisciplina Diaria Y Procrastinación|2025-10-06 21:53:44|1|122.43|False
Autofagia: Descubra los Secretos Para la Pérdida de Peso, el Rejuvenecimiento|Elizabeth Moore|Health & Fitness|Unknown|Unknown|This book delves into the secrets of autophagy, revealing its potential benefits for weight loss and overall rejuvenation.|Elizabeth Moore\Autofagia Descubra Los Secretos Para La Pérdida De Peso, El Rejuvenecimiento|2025-10-06 21:53:53|1|90.41|False
Ayuno Intermitente Libro De Cocina De Dieta En Ayunas|Michael S. Davis|Health|Unknown|Unknown|A cookbook providing recipes and dietary guidance for individuals following an intermittent fasting diet.|Michael S. Davis\Ayuno Intermitente Libro De Cocina De Dieta En Ayunas|2025-10-06 21:54:04|1|83.97|False
Control De La Ira Para Padres En Español & Terapia Cognitivo Conductual|Christopher Rothchester|Self-Help|Unknown|Unknown|This audiobook provides guidance and techniques for parents to manage their anger, incorporating principles of Cognitive Behavioral Therapy (CBT), and is presented in Spanish.|Christopher Rothchester\Control De La Ira Para Padres En Español & Terapia Cognitivo Conductual|2025-10-06 21:54:13|1|67.12|False
Conversaciones Cotidianas En Lugares Públicos Libro Bilingüe Inglés|Angeline Pompei|Language Learning|Unknown|Unknown|This book provides practical, everyday conversational dialogues for common situations in public places, presented in a bilingual Spanish-English format. It is designed to help learners improve their communication skills in real-world settings.|Angeline Pompei\Conversaciones Cotidianas En Lugares Públicos Libro Bilingüe Inglés|2025-10-06 21:54:22|1|59.17|False
Cómo Eliminar La Jodida Puta Ansiedad|Unknown|Self-Help|Unknown|Unknown|This audiobook offers a guide or program aimed at helping individuals manage and eliminate anxiety, likely employing direct and informal methods as indicated by its unconventional title.|Unknown\Cómo Eliminar La Jodida Puta Ansiedad|2025-10-06 21:54:32|1|65.68|False
De Mí Para Mí La Tormenta Pasará|Nacarid Portal Y Chriss Braund|Self-help|Unknown|2020|A motivational and reflective book offering guidance for self-discovery, overcoming life's challenges, and finding inner peace through poetic and inspiring messages.|Nacarid Portal Y Chriss Braund\De Mí Para Mí La Tormenta Pasará|2025-10-06 21:54:41|1|145.98|False
Despierta Tu Fuerza Interior Meditaciones Para Una Percepción Auténtica|Priamo Rodriguez|Self-Help|Unknown|Unknown|This audiobook offers a collection of meditations aimed at helping listeners awaken their inner strength and develop a more authentic perception of themselves and their surroundings.|Priamo Rodriguez\Despierta Tu Fuerza Interior Meditaciones Para Una Percepción Auténtica|2025-10-06 21:54:51|1|82.51|False
Dieta Antiinflamatoria|Zack Gb|Health|Unknown|Unknown|This audiobook likely explores the principles, benefits, and practical applications of an anti-inflammatory diet, focusing on food choices and lifestyle changes that help reduce inflammation in the body and promote overall health and well-being.|Zack Gb\Dieta Antiinflamatoria|2025-10-06 21:54:59|1|32.02|False
Educación Montessori Explora Los Elementos Esenciales Del Método|Sophie Hunt|Education|Unknown|Unknown|This audiobook explores the fundamental principles and essential elements of the Montessori educational method, offering insights into its core concepts.|Sophie Hunt\Educación Montessori Explora Los Elementos Esenciales Del Método|2025-10-06 21:55:08|1|43.98|False
El Valor De La Atención Por Qué Nos La Robaron Y Cómo Recuperarla|Johann Hari|Non-fiction|Unknown|2022|This book investigates the reasons behind the decline in human attention and focus, exploring societal and technological factors that contribute to this issue, and offers strategies for individuals to reclaim their concentration and deep thinking.|Johann Hari\El Valor De La Atención Por Qué Nos La Robaron Y Cómo Recuperarla|2025-10-06 21:55:18|1|319.39|False
Este Libro Te Hará Sentir Cosas Meditaciones Para Autoestimularse|Florence Bark|Self-Help|Unknown|Unknown|A collection of meditations designed to evoke feelings and facilitate self-reflection and personal growth.|Florence Bark\Este Libro Te Hará Sentir Cosas Meditaciones Para Autoestimularse|2025-10-06 21:55:28|1|183.9|False
La Administración Eficaz Del Tiempo Aumenta Tu Productividad Y Aprende|Josué Rodríguez|Self-Help|Unknown|Unknown|This book provides strategies and guidance for effective time management to enhance personal productivity and facilitate learning.|Josué Rodríguez\La Administración Eficaz Del Tiempo Aumenta Tu Productividad Y Aprende|2025-10-06 21:55:37|1|75.73|False
